# q                 I(q)             
  3.79105e-01       2.88214e-04      
  3.80231e-01       2.75712e-04      
  3.81356e-01       2.62995e-04      
  3.82481e-01       2.50131e-04      
  3.83607e-01       2.37184e-04      
  3.84732e-01       2.24220e-04      
  3.85857e-01       2.11302e-04      
  3.86982e-01       1.98492e-04      
  3.88108e-01       1.85849e-04      
  3.89233e-01       1.73430e-04      
  3.90358e-01       1.61290e-04      
  3.91484e-01       1.49481e-04      
  3.92609e-01       1.38052e-04      
  3.93734e-01       1.27047e-04      
  3.94860e-01       1.16510e-04      
  3.95985e-01       1.06478e-04      
  3.97110e-01       9.69858e-05      
  3.98236e-01       8.80649e-05      
  3.99361e-01       7.97418e-05      
  4.00486e-01       7.20393e-05      
  4.01612e-01       6.49764e-05      
  4.02737e-01       5.85679e-05      
  4.03862e-01       5.28245e-05      
  4.04987e-01       4.77530e-05      
  4.06113e-01       4.33564e-05      
  4.07238e-01       3.96335e-05      
  4.08363e-01       3.65796e-05      
  4.09489e-01       3.41863e-05      
  4.10614e-01       3.24416e-05      
  4.11739e-01       3.13303e-05      
  4.12865e-01       3.08337e-05      
  4.13990e-01       3.09304e-05      
  4.15115e-01       3.15959e-05      
  4.16241e-01       3.28034e-05      
  4.17366e-01       3.45233e-05      
  4.18491e-01       3.67242e-05      
  4.19617e-01       3.93724e-05      
  4.20742e-01       4.24328e-05      
  4.21867e-01       4.58686e-05      
  4.22992e-01       4.96418e-05      
  4.24118e-01       5.37135e-05      
  4.25243e-01       5.80440e-05      
  4.26368e-01       6.25932e-05      
  4.27494e-01       6.73206e-05      
  4.28619e-01       7.21859e-05      
  4.29744e-01       7.71488e-05      
  4.30870e-01       8.21695e-05      
  4.31995e-01       8.72089e-05      
  4.33120e-01       9.22289e-05      
  4.34246e-01       9.71923e-05      
  4.35371e-01       1.02063e-04      
  4.36496e-01       1.06807e-04      
  4.37622e-01       1.11392e-04      
  4.38747e-01       1.15785e-04      
  4.39872e-01       1.19959e-04      
  4.40997e-01       1.23886e-04      
  4.42123e-01       1.27541e-04      
  4.43248e-01       1.30902e-04      
  4.44373e-01       1.33948e-04      
  4.45499e-01       1.36660e-04      
  4.46624e-01       1.39025e-04      
  4.47749e-01       1.41028e-04      
  4.48875e-01       1.42659e-04      
  4.50000e-01       1.43911e-04      
