# q                 I(q)             
  2.64030e-01       1.60252e-02      
  2.64779e-01       1.57526e-02      
  2.65529e-01       1.54837e-02      
  2.66278e-01       1.52184e-02      
  2.67028e-01       1.49567e-02      
  2.67777e-01       1.46986e-02      
  2.68526e-01       1.44440e-02      
  2.69276e-01       1.41930e-02      
  2.70025e-01       1.39455e-02      
  2.70774e-01       1.37014e-02      
  2.71524e-01       1.34608e-02      
  2.72273e-01       1.32236e-02      
  2.73023e-01       1.29897e-02      
  2.73772e-01       1.27591e-02      
  2.74521e-01       1.25318e-02      
  2.75271e-01       1.23077e-02      
  2.76020e-01       1.20869e-02      
  2.76769e-01       1.18691e-02      
  2.77519e-01       1.16544e-02      
  2.78268e-01       1.14428e-02      
  2.79018e-01       1.12342e-02      
  2.79767e-01       1.10285e-02      
  2.80516e-01       1.08257e-02      
  2.81266e-01       1.06258e-02      
  2.82015e-01       1.04287e-02      
  2.82764e-01       1.02343e-02      
  2.83514e-01       1.00427e-02      
  2.84263e-01       9.85367e-03      
  2.85013e-01       9.66731e-03      
  2.85762e-01       9.48353e-03      
  2.86511e-01       9.30228e-03      
  2.87261e-01       9.12353e-03      
  2.88010e-01       8.94724e-03      
  2.88759e-01       8.77336e-03      
  2.89509e-01       8.60186e-03      
  2.90258e-01       8.43271e-03      
  2.91008e-01       8.26586e-03      
  2.91757e-01       8.10130e-03      
  2.92506e-01       7.93898e-03      
  2.93256e-01       7.77888e-03      
  2.94005e-01       7.62097e-03      
  2.94754e-01       7.46522e-03      
  2.95504e-01       7.31162e-03      
  2.96253e-01       7.16014e-03      
  2.97003e-01       7.01076e-03      
  2.97752e-01       6.86347e-03      
  2.98501e-01       6.71824e-03      
  2.99251e-01       6.57505e-03      
  3.00000e-01       6.43391e-03      
