# q                 I(q)             
  2.66278e-01       1.91300e-02      
  2.67028e-01       1.88782e-02      
  2.67777e-01       1.86290e-02      
  2.68526e-01       1.83826e-02      
  2.69276e-01       1.81388e-02      
  2.70025e-01       1.78977e-02      
  2.70774e-01       1.76592e-02      
  2.71524e-01       1.74232e-02      
  2.72273e-01       1.71899e-02      
  2.73023e-01       1.69591e-02      
  2.73772e-01       1.67309e-02      
  2.74521e-01       1.65052e-02      
  2.75271e-01       1.62820e-02      
  2.76020e-01       1.60613e-02      
  2.76769e-01       1.58431e-02      
  2.77519e-01       1.56273e-02      
  2.78268e-01       1.54140e-02      
  2.79018e-01       1.52031e-02      
  2.79767e-01       1.49946e-02      
  2.80516e-01       1.47885e-02      
  2.81266e-01       1.45847e-02      
  2.82015e-01       1.43833e-02      
  2.82764e-01       1.41843e-02      
  2.83514e-01       1.39875e-02      
  2.84263e-01       1.37931e-02      
  2.85013e-01       1.36009e-02      
  2.85762e-01       1.34110e-02      
  2.86511e-01       1.32234e-02      
  2.87261e-01       1.30380e-02      
  2.88010e-01       1.28548e-02      
  2.88759e-01       1.26739e-02      
  2.89509e-01       1.24951e-02      
  2.90258e-01       1.23185e-02      
  2.91008e-01       1.21440e-02      
  2.91757e-01       1.19717e-02      
  2.92506e-01       1.18015e-02      
  2.93256e-01       1.16334e-02      
  2.94005e-01       1.14674e-02      
  2.94754e-01       1.13035e-02      
  2.95504e-01       1.11415e-02      
  2.96253e-01       1.09817e-02      
  2.97003e-01       1.08238e-02      
  2.97752e-01       1.06679e-02      
  2.98501e-01       1.05140e-02      
  2.99251e-01       1.03621e-02      
  3.00000e-01       1.02121e-02      
